height,lenght,area,eccen,p_black,p_and,mean_tr,blackpix,blackand,wb_trans,class
8,70,560,8.75,0.27899999999999997,0.727,1.68,156,407,93,P
8,319,2552,39.875,0.174,0.6920000000000001,1.26,445,1765,353,P
8,16,128,2.0,0.375,0.93,2.09,48,119,23,P
1,41,41,41.0,0.927,1.0,12.67,38,41,3,N
1,379,379,379.0,0.963,1.0,60.83,365,379,6,N
1,11,11,11.0,1.0,1.0,11.0,11,11,1,N
1,8,8,8.0,0.875,1.0,7.0,7,8,1,N
11,272,2992,24.726999999999997,0.281,0.68,2.0,840,2036,420,P
11,84,924,7.636,0.27899999999999997,0.679,2.35,258,627,110,P
8,14,112,1.75,0.509,0.768,3.0,57,86,19,P
7,33,231,4.7139999999999995,0.35100000000000003,0.9570000000000001,1.45,81,221,56,P
10,2,20,0.2,0.55,0.6,11.0,11,12,1,N
8,7,56,0.875,0.429,1.0,2.18,24,56,11,P
10,256,2560,25.6,0.363,0.765,2.84,928,1959,327,P
8,95,760,11.875,0.303,0.937,1.77,230,712,130,P
12,22,264,1.8330000000000002,0.5379999999999999,0.852,8.35,142,225,17,P
9,18,162,2.0,0.58,0.852,7.83,94,138,12,P
12,320,3840,26.666999999999998,0.231,0.514,2.06,888,1975,431,P
7,33,231,4.7139999999999995,0.264,0.8440000000000001,1.2,61,195,51,P
7,16,112,2.286,0.259,0.768,2.07,29,86,14,P
5,16,80,3.2,0.25,0.938,2.0,20,75,10,P
10,19,190,1.9,0.605,0.816,8.85,115,155,13,P
13,441,5733,33.923,0.374,0.625,4.63,2144,3582,463,P
11,22,242,2.0,0.293,0.7979999999999999,2.37,71,193,30,P
4,18,72,4.5,0.25,0.528,2.57,18,38,7,P
7,16,112,2.286,0.28600000000000003,0.705,1.88,32,79,17,P
8,14,112,1.75,0.48200000000000004,0.679,3.0,54,76,18,P
153,442,67626,2.889,0.114,0.215,6.27,7689,14538,1227,N
8,44,352,5.5,0.415,0.9490000000000001,2.06,146,334,71,P
7,143,1001,20.429000000000002,0.105,0.526,1.28,105,527,82,P
8,16,128,2.0,0.36700000000000005,0.9690000000000001,1.88,47,124,25,P
9,32,288,3.556,0.302,0.674,2.17,87,194,40,P
6,4,24,0.667,0.5,0.75,6.0,12,18,2,P
6,21,126,3.5,0.198,0.444,1.67,25,56,15,N
7,240,1680,34.286,0.215,0.5379999999999999,1.64,362,904,221,P
10,63,630,6.3,0.184,0.617,1.4,116,389,83,P
10,126,1260,12.6,0.456,0.875,2.98,575,1103,193,P
5,2,10,0.4,0.8,0.8,8.0,8,8,1,N
9,5,45,0.556,0.711,0.889,10.67,32,40,3,P
9,111,999,12.333,0.218,0.81,1.7,218,809,128,P
2,538,1076,269.0,0.637,0.703,29.78,685,756,23,N
76,1,76,0.013000000000000001,1.0,1.0,76.0,76,76,1,N
9,510,4590,56.667,0.161,0.595,1.31,740,2732,566,P
12,404,4848,33.667,0.33399999999999996,0.674,2.82,1617,3267,573,P
7,41,287,5.857,0.213,0.861,1.33,61,247,46,P
12,8,96,0.667,0.479,0.5,46.0,46,48,1,P
11,9,99,0.818,0.515,0.768,8.5,51,76,6,P
8,12,96,1.5,0.43799999999999994,1.0,2.1,42,96,20,P
6,96,576,16.0,0.35100000000000003,0.755,2.43,202,435,83,P
9,37,333,4.111000000000001,0.396,0.85,2.03,132,283,65,P
1,278,278,278.0,0.946,1.0,29.22,263,278,9,N
1,10,10,10.0,0.8,1.0,4.0,8,10,2,P
8,16,128,2.0,0.42200000000000004,0.852,1.8,54,109,30,P
6,7,42,1.167,0.405,0.833,1.89,17,35,9,P
11,26,286,2.364,0.28300000000000003,0.888,2.19,81,254,37,P
1,74,74,74.0,0.18899999999999997,1.0,1.08,14,74,13,P
8,81,648,10.125,0.221,0.591,1.29,143,383,111,P
3,4,12,1.3330000000000002,0.917,0.917,11.0,11,11,1,P
8,12,96,1.5,0.479,0.938,2.3,46,90,20,P
8,82,656,10.25,0.28800000000000003,0.997,1.99,189,654,95,P
8,60,480,7.5,0.335,0.915,1.85,161,439,87,P
10,27,270,2.7,0.3,0.644,1.98,81,174,41,P
9,11,99,1.222,0.253,0.778,1.92,25,77,13,P
9,465,4185,51.667,0.157,0.644,1.24,658,2694,532,P
8,110,880,13.75,0.23,0.872,1.66,202,767,122,P
4,18,72,4.5,0.33299999999999996,0.667,1.71,24,48,14,P
7,51,357,7.2860000000000005,0.325,0.871,1.66,116,311,70,P
8,46,368,5.75,0.266,0.8859999999999999,1.85,98,326,53,P
9,535,4815,59.443999999999996,0.163,0.6,1.4,786,2887,561,P
8,39,312,4.875,0.304,0.7559999999999999,1.38,95,236,69,P
9,195,1755,21.666999999999998,0.126,0.38299999999999995,1.53,221,673,144,P
8,7,56,0.875,0.268,0.7859999999999999,1.67,15,44,9,P
8,35,280,4.375,0.379,0.8859999999999999,1.66,106,248,64,P
10,13,130,1.3,0.10800000000000001,0.685,2.33,14,89,6,P
9,15,135,1.6669999999999998,0.37799999999999995,0.963,2.43,51,130,21,P
6,12,72,2.0,0.375,0.958,1.93,27,69,14,P
1,200,200,200.0,0.13,1.0,1.04,26,200,25,P
9,102,918,11.333,0.40399999999999997,0.893,2.81,371,820,132,P
7,18,126,2.571,0.20600000000000002,0.6509999999999999,2.17,26,82,12,P
6,22,132,3.667,0.326,1.0,1.3,43,132,33,P
17,9,153,0.529,0.209,0.49700000000000005,1.88,32,76,17,N
1,147,147,147.0,0.8640000000000001,1.0,11.55,127,147,11,N
8,70,560,8.75,0.341,0.9179999999999999,1.66,191,514,115,P
7,41,287,5.857,0.22,0.7559999999999999,1.47,63,217,43,P
10,10,100,1.0,0.34,0.93,1.89,34,93,18,P
10,22,220,2.2,0.27699999999999997,0.595,1.74,61,131,35,P
6,89,534,14.833,0.303,0.79,1.82,162,422,89,P
7,14,98,2.0,0.35700000000000004,0.9590000000000001,1.84,35,94,19,P
23,26,598,1.13,0.278,0.96,1.8,166,574,92,P
11,44,484,4.0,0.308,0.818,2.01,149,396,74,P
8,20,160,2.5,0.375,0.725,1.88,60,116,32,P
13,386,5018,29.691999999999997,0.28600000000000003,0.6579999999999999,2.19,1437,3301,657,P
8,36,288,4.5,0.299,0.531,2.21,86,153,39,P
11,56,616,5.091,0.386,0.7,3.09,238,431,77,P
7,11,77,1.571,0.35100000000000003,0.727,1.5,27,56,18,P
9,82,738,9.111,0.408,0.924,2.39,301,682,126,P
10,260,2600,26.0,0.282,0.737,1.78,732,1916,412,P
8,261,2088,32.625,0.218,0.773,1.34,455,1615,340,P
7,92,644,13.142999999999999,0.292,0.907,1.54,188,584,122,P
4,7,28,1.75,0.28600000000000003,1.0,2.0,8,28,4,N
13,201,2613,15.462,0.4,0.722,4.45,1046,1887,235,P
5,46,230,9.2,0.174,0.804,1.43,40,185,28,P
9,24,216,2.667,0.287,0.912,1.72,62,197,36,P
8,17,136,2.125,0.309,0.6759999999999999,2.33,42,92,18,P
11,86,946,7.818,0.413,0.853,3.1,391,807,126,P
7,33,231,4.7139999999999995,0.342,0.74,1.49,79,171,53,P
15,138,2070,9.2,0.431,0.75,5.45,893,1552,164,P
7,7,49,1.0,0.306,0.9590000000000001,1.67,15,47,9,P
10,37,370,3.7,0.354,0.708,3.2,131,262,41,P
8,47,376,5.875,0.36200000000000004,0.88,2.0,136,331,68,P
1,40,40,40.0,0.4,1.0,1.07,16,40,15,P
12,261,3132,21.75,0.207,0.564,1.81,649,1768,358,P
10,272,2720,27.2,0.23199999999999998,0.65,1.98,631,1767,319,P
8,14,112,1.75,0.446,0.973,2.27,50,109,22,P
6,5,30,0.833,0.33299999999999996,0.833,1.67,10,25,6,P
9,42,378,4.667,0.198,0.563,1.15,75,213,65,P
9,19,171,2.1109999999999998,0.655,0.871,8.62,112,149,13,P
6,11,66,1.8330000000000002,0.303,0.97,1.33,20,64,15,P
9,98,882,10.889000000000001,0.302,0.7120000000000001,2.03,266,628,131,P
2,537,1074,268.5,0.523,0.5670000000000001,62.44,562,609,9,N
8,54,432,6.75,0.275,0.778,1.37,119,336,87,P
6,19,114,3.167,0.254,0.956,1.16,29,109,25,P
1,145,145,145.0,0.972,1.0,35.25,141,145,4,N
9,36,324,4.0,0.568,0.932,3.02,184,302,61,P
10,22,220,2.2,0.318,0.777,1.79,70,171,39,P
10,97,970,9.7,0.425,0.825,2.71,412,800,152,P
25,169,4225,6.76,0.215,0.9470000000000001,1.57,907,4000,579,N
9,100,900,11.110999999999999,0.247,0.637,1.83,222,573,121,P
7,56,392,8.0,0.32899999999999996,0.7909999999999999,1.65,129,310,78,P
9,109,981,12.110999999999999,0.21899999999999997,0.774,1.69,215,759,127,P
7,53,371,7.571000000000001,0.08900000000000001,0.245,1.5,33,91,22,P
14,150,2100,10.714,0.225,0.6809999999999999,4.14,472,1430,114,P
8,353,2824,44.125,0.07,0.292,1.19,197,825,165,P
3,4,12,1.3330000000000002,0.917,0.917,11.0,11,11,1,P
8,85,680,10.625,0.23800000000000002,0.687,1.46,162,467,111,P
98,3,294,0.031,0.48,0.486,141.0,141,143,1,N
10,41,410,4.1,0.266,0.539,1.98,109,221,55,P
7,163,1141,23.285999999999998,0.212,0.831,1.31,242,948,185,P
9,84,756,9.333,0.28800000000000003,0.7909999999999999,1.83,218,598,119,P
17,350,5950,20.588,0.363,0.5770000000000001,5.22,2162,3433,414,P
10,398,3980,39.8,0.342,0.745,2.44,1361,2965,557,P
1,123,123,123.0,0.163,1.0,1.05,20,123,19,P
68,34,2312,0.5,0.22399999999999998,0.526,2.44,519,1215,213,N
13,77,1001,5.922999999999999,0.258,0.564,3.04,258,565,85,P
13,38,494,2.923,0.285,0.907,3.62,141,448,39,P
28,31,868,1.107,0.508,0.767,7.47,441,666,59,N
14,433,6062,30.929000000000002,0.355,0.5720000000000001,4.44,2152,3467,485,P
9,40,360,4.444,0.319,0.919,2.35,115,331,49,P
10,271,2710,27.1,0.17300000000000001,0.557,1.47,469,1510,318,P
8,50,400,6.25,0.36,0.728,1.97,144,291,73,P
7,6,42,0.857,0.33299999999999996,0.643,1.75,14,27,8,P
8,6,48,0.75,0.313,0.813,1.88,15,39,8,P
3,56,168,18.667,0.065,0.5,1.38,11,84,8,P
7,23,161,3.286,0.32899999999999996,0.938,1.39,53,151,38,P
12,45,540,3.75,0.467,0.6940000000000001,6.63,252,375,38,P
26,412,10712,15.845999999999998,0.32,0.664,3.0,3424,7118,1142,P
5,13,65,2.6,0.292,0.892,1.46,19,58,13,P
6,96,576,16.0,0.293,0.7240000000000001,2.09,169,417,81,P
10,19,190,1.9,0.6,0.895,8.14,114,170,14,P
10,272,2720,27.2,0.20600000000000002,0.7859999999999999,1.4,559,2139,399,P
18,1,18,0.055999999999999994,1.0,1.0,18.0,18,18,1,N
9,16,144,1.778,0.222,0.479,1.33,32,69,24,P
6,3,18,0.5,0.556,0.556,10.0,10,10,1,P
8,15,120,1.875,0.28300000000000003,0.65,2.27,34,78,15,P
5,32,160,6.4,0.413,0.9940000000000001,1.35,66,159,49,P
10,46,460,4.6,0.3,0.604,2.09,138,278,66,P
24,337,8088,14.042,0.945,1.0,18.29,7647,8088,418,P
6,97,582,16.167,0.282,0.794,1.84,164,462,89,P
24,135,3240,5.625,0.9109999999999999,0.966,18.69,2953,3131,158,P
12,10,120,0.833,0.442,0.792,5.3,53,95,10,P
9,20,180,2.222,0.33899999999999997,0.872,2.35,61,157,26,P
5,3,15,0.6,0.467,1.0,7.0,7,15,1,P
7,70,490,10.0,0.265,0.976,1.4,130,478,93,P
9,41,369,4.556,0.444,0.976,2.88,164,360,57,P
7,198,1386,28.285999999999998,0.17,0.713,1.36,236,988,174,P
11,32,352,2.909,0.344,0.767,2.69,121,270,45,P
9,92,828,10.222000000000001,0.365,0.9540000000000001,2.2,302,790,137,P
6,13,78,2.167,0.256,0.9740000000000001,1.54,20,76,13,P
9,25,225,2.778,0.32899999999999996,0.502,2.55,74,113,29,P
9,19,171,2.1109999999999998,0.298,0.737,2.68,51,126,19,P
9,76,684,8.443999999999999,0.436,0.955,2.37,298,653,126,P
7,24,168,3.429,0.27399999999999997,0.6609999999999999,1.48,46,111,31,P
8,37,296,4.625,0.33399999999999996,0.993,1.29,99,294,77,P
8,18,144,2.25,0.43799999999999994,0.9790000000000001,2.74,63,141,23,P
31,1,31,0.032,1.0,1.0,31.0,31,31,1,N
16,415,6640,25.938000000000002,0.389,0.675,5.17,2582,4480,499,P
14,273,3822,19.5,0.373,0.701,4.59,1424,2681,310,P
8,12,96,1.5,0.396,0.9690000000000001,1.65,38,93,23,P
24,280,6720,11.667,0.452,0.899,7.62,3040,6042,399,P
9,272,2448,30.221999999999998,0.27699999999999997,0.67,1.86,679,1640,365,P
10,44,440,4.4,0.441,0.92,2.94,194,405,66,P
8,208,1664,26.0,0.19399999999999998,0.491,1.65,323,817,196,P
9,83,747,9.222000000000001,0.335,0.843,2.05,250,630,122,P
8,8,64,1.0,0.21899999999999997,0.875,1.56,14,56,9,P
2,199,398,99.5,0.485,0.508,32.17,193,202,6,N
1,117,117,117.0,0.39299999999999996,1.0,5.75,46,117,8,N
24,178,4272,7.417000000000001,0.491,0.9690000000000001,7.86,2099,4141,267,P
6,8,48,1.3330000000000002,0.563,0.958,3.38,27,46,8,P
17,398,6766,23.412,0.32,0.608,5.3,2162,4117,408,P
9,1,9,0.111,1.0,1.0,9.0,9,9,1,N
7,97,679,13.857000000000001,0.21100000000000002,0.7909999999999999,1.51,143,537,95,P
8,23,184,2.875,0.364,0.9670000000000001,2.03,67,178,33,P
17,1,17,0.059000000000000004,1.0,1.0,17.0,17,17,1,N
9,301,2709,33.444,0.17800000000000002,0.6940000000000001,1.3,482,1881,371,P
13,217,2821,16.692,0.361,0.6859999999999999,3.05,1019,1934,334,P
7,10,70,1.429,0.314,1.0,1.29,22,70,17,P
9,90,810,10.0,0.26,0.7859999999999999,2.18,211,637,97,P
2,32,64,16.0,0.516,0.531,33.0,33,34,1,N
1,36,36,36.0,0.306,1.0,1.83,11,36,6,N
11,240,2640,21.818,0.27,0.634,2.05,714,1674,348,P
6,14,84,2.333,0.536,1.0,2.05,45,84,22,P
7,9,63,1.286,0.429,0.667,3.0,27,42,9,P
8,24,192,3.0,0.375,0.9640000000000001,1.8,72,185,40,P
6,96,576,16.0,0.259,0.74,1.69,149,426,88,P
3,4,12,1.3330000000000002,0.833,0.917,10.0,10,11,1,P
7,20,140,2.8569999999999998,0.35700000000000004,0.7,1.85,50,98,27,P
1,10,10,10.0,0.8,1.0,4.0,8,10,2,N
8,19,152,2.375,0.309,0.98,1.52,47,149,31,P
5,92,460,18.4,0.287,0.604,1.38,132,278,96,P
8,18,144,2.25,0.40299999999999997,1.0,1.61,58,144,36,P
1,7,7,7.0,1.0,1.0,7.0,7,7,1,N
9,358,3222,39.778,0.385,0.863,2.36,1240,2782,525,P
7,13,91,1.857,0.198,0.846,2.25,18,77,8,P
23,271,6233,11.783,0.126,0.359,1.87,786,2239,420,P
9,214,1926,23.778000000000002,0.23,0.748,1.44,443,1440,307,P
9,37,333,4.111000000000001,0.45299999999999996,0.9640000000000001,2.7,151,321,56,P
8,42,336,5.25,0.369,1.0,1.85,124,336,67,P
13,267,3471,20.538,0.401,0.662,4.87,1392,2299,286,P
13,409,5317,31.462,0.267,0.5820000000000001,2.23,1421,3095,637,P
8,20,160,2.5,0.456,1.0,2.35,73,160,31,P
7,56,392,8.0,0.22699999999999998,0.602,1.25,89,236,71,P
8,12,96,1.5,0.42700000000000005,0.7190000000000001,2.73,41,69,15,P
8,57,456,7.125,0.268,0.7979999999999999,1.45,122,364,84,P
12,118,1416,9.833,0.255,0.7,2.06,361,991,175,P
8,12,96,1.5,0.42700000000000005,0.958,1.86,41,92,22,P
7,14,98,2.0,0.35700000000000004,0.867,1.75,35,85,20,P
10,535,5350,53.5,0.166,0.6809999999999999,1.32,889,3646,671,P
9,17,153,1.889,0.451,0.941,2.46,69,144,28,P
11,100,1100,9.091000000000001,0.473,0.882,3.29,520,970,158,P
9,34,306,3.778,0.41200000000000003,0.902,1.91,126,276,66,P
7,4,28,0.5710000000000001,0.28600000000000003,0.35700000000000004,8.0,8,10,1,P
7,12,84,1.714,0.41700000000000004,0.738,1.84,35,62,19,P
12,1,12,0.083,1.0,1.0,12.0,12,12,1,N
12,43,516,3.583,0.293,0.7909999999999999,2.29,151,408,66,P
9,107,963,11.889000000000001,0.191,0.7390000000000001,1.36,184,712,135,P
1,22,22,22.0,0.5,1.0,1.83,11,22,6,N
11,221,2431,20.090999999999998,0.25,0.544,1.95,607,1323,312,P
8,15,120,1.875,0.467,0.7829999999999999,2.24,56,94,25,P
13,37,481,2.846,0.322,0.992,3.52,155,477,44,P
9,144,1296,16.0,0.12300000000000001,0.612,1.33,160,793,120,P
5,42,210,8.4,0.257,0.838,1.46,54,176,37,P
9,250,2250,27.778000000000002,0.366,0.768,2.6,823,1727,317,P
1,37,37,37.0,0.8109999999999999,1.0,6.0,30,37,5,N
9,23,207,2.556,0.213,0.507,1.57,44,105,28,P
25,115,2875,4.6,0.29600000000000004,0.65,2.56,851,1868,333,P
9,81,729,9.0,0.337,0.9179999999999999,1.97,246,669,125,P
7,8,56,1.143,0.35700000000000004,0.7859999999999999,1.54,20,44,13,P
7,58,406,8.286,0.20199999999999999,0.7509999999999999,2.34,82,305,35,P
74,183,13542,2.4730000000000003,0.544,0.612,127.0,7366,8289,58,P
10,174,1740,17.4,0.278,0.733,2.02,483,1276,239,P
5,27,135,5.4,0.267,0.622,1.71,36,84,21,P
19,45,855,2.3680000000000003,0.243,0.5820000000000001,3.01,208,498,69,P
9,82,738,9.111,0.389,0.92,2.33,287,679,123,P
24,187,4488,7.792000000000001,0.485,0.9179999999999999,8.16,2178,4122,267,P
7,9,63,1.286,0.28600000000000003,0.968,1.2,18,61,15,P
7,26,182,3.714,0.302,0.912,1.53,55,166,36,P
8,48,384,6.0,0.31,0.807,1.92,119,310,62,P
8,39,312,4.875,0.36200000000000004,0.8809999999999999,1.74,113,275,65,P
19,28,532,1.474,0.588,0.912,13.04,313,485,24,P
8,343,2744,42.875,0.129,0.605,1.2,354,1661,294,P
7,14,98,2.0,0.316,0.847,1.48,31,83,21,P
7,33,231,4.7139999999999995,0.299,0.848,1.44,69,196,48,P
9,9,81,1.0,0.519,0.531,42.0,42,43,1,P
8,15,120,1.875,0.45799999999999996,0.95,2.2,55,114,25,P
19,455,8645,23.947,0.081,0.095,33.48,703,821,21,P
6,14,84,2.333,0.5710000000000001,1.0,2.29,48,84,21,P
9,306,2754,34.0,0.213,0.807,1.38,587,2222,424,P
10,145,1450,14.5,0.278,0.7240000000000001,1.9,403,1050,212,P
8,99,792,12.375,0.21100000000000002,0.8859999999999999,1.48,167,702,113,P
5,3,15,0.6,0.6,0.9329999999999999,3.0,9,14,3,P
25,84,2100,3.36,0.44299999999999995,0.82,8.45,930,1722,110,P
8,5,40,0.625,0.4,1.0,2.67,16,40,6,P
9,53,477,5.888999999999999,0.252,0.677,1.54,120,323,78,P
1,8,8,8.0,1.0,1.0,8.0,8,8,1,N
8,19,152,2.375,0.401,0.98,1.97,61,149,31,P
3,90,270,30.0,0.511,0.907,2.34,138,245,59,P
8,2,16,0.25,0.563,0.563,9.0,9,9,1,P
8,16,128,2.0,0.38299999999999995,0.7809999999999999,1.69,49,100,29,P
8,4,32,0.5,0.406,1.0,2.17,13,32,6,P
8,8,64,1.0,0.359,0.9690000000000001,1.53,23,62,15,P
21,106,2226,5.048,0.136,0.396,1.99,302,881,152,P
9,98,882,10.889000000000001,0.285,0.645,2.06,251,569,122,P
12,252,3024,21.0,0.41600000000000004,0.682,4.75,1259,2062,265,P
10,227,2270,22.7,0.225,0.97,1.64,510,2202,311,P
8,9,72,1.125,0.389,0.792,2.0,28,57,14,P
8,6,48,0.75,0.375,0.8959999999999999,1.8,18,43,10,P
41,67,2747,1.6340000000000001,0.441,0.529,33.67,1212,1452,36,P
10,238,2380,23.8,0.353,0.727,2.85,840,1730,295,P
7,41,287,5.857,0.321,0.725,1.48,92,208,62,P
2,536,1072,268.0,0.537,0.622,24.0,576,667,24,N
12,8,96,0.667,0.302,1.0,2.9,29,96,10,P
13,191,2483,14.692,0.406,0.617,4.71,1007,1532,214,P
13,225,2925,17.308,0.253,0.893,3.27,740,2612,226,P
10,12,120,1.2,0.183,0.392,2.2,22,47,10,P
16,367,5872,22.938000000000002,0.385,0.575,5.29,2258,3377,427,P
4,44,176,11.0,0.267,0.614,1.81,47,108,26,P
7,13,91,1.857,0.242,0.912,1.47,22,83,15,P
8,27,216,3.375,0.282,0.87,1.36,61,188,45,P
6,16,96,2.667,0.49,0.938,2.14,47,90,22,P
1,51,51,51.0,0.47100000000000003,1.0,2.4,24,51,10,N
8,56,448,7.0,0.424,0.9420000000000001,2.09,190,422,91,P
10,98,980,9.8,0.379,0.835,2.22,371,818,167,P
7,18,126,2.571,0.35700000000000004,1.0,1.55,45,126,29,P
9,12,108,1.3330000000000002,0.45399999999999996,1.0,1.69,49,108,29,P
8,185,1480,23.125,0.235,0.659,1.82,348,975,191,P
11,185,2035,16.817999999999998,0.48700000000000004,0.883,4.5,991,1796,220,P
7,21,147,3.0,0.27899999999999997,0.748,1.52,41,110,27,P
2,69,138,34.5,0.087,0.507,1.2,12,70,10,P
12,40,480,3.333,0.271,0.733,1.97,130,352,66,P
6,31,186,5.167000000000001,0.5,1.0,1.94,93,186,48,P
6,5,30,0.833,0.36700000000000005,1.0,2.2,11,30,5,N
5,11,55,2.2,0.4,0.927,1.57,22,51,14,P
9,82,738,9.111,0.252,0.74,2.0,186,546,93,P
8,33,264,4.125,0.345,0.8859999999999999,1.57,91,234,58,P
29,48,1392,1.655,0.11599999999999999,0.268,5.06,162,373,32,N
11,23,253,2.0909999999999997,0.265,0.735,2.09,67,186,32,P
9,19,171,2.1109999999999998,0.275,0.643,1.52,47,110,31,P
12,332,3984,27.666999999999998,0.402,0.659,4.5,1602,2626,356,P
8,148,1184,18.5,0.20800000000000002,0.725,1.24,246,858,198,P
38,410,15580,10.789000000000001,0.27899999999999997,0.696,2.39,4341,10849,1815,P
7,35,245,5.0,0.245,0.804,1.36,60,197,44,P
11,20,220,1.818,0.5770000000000001,0.882,8.47,127,194,15,P
10,33,330,3.3,0.327,0.742,2.35,108,245,46,P
12,8,96,0.667,0.51,0.927,7.0,49,89,7,P
11,8,88,0.727,0.716,1.0,7.88,63,88,8,P
6,100,600,16.667,0.385,0.828,1.72,231,497,134,P
9,13,117,1.444,0.53,0.88,3.26,62,103,19,P
8,43,344,5.375,0.349,0.8140000000000001,2.26,120,280,53,P
7,49,343,7.0,0.318,0.612,1.91,109,210,57,P
6,96,576,16.0,0.267,0.9390000000000001,1.51,154,541,102,P
8,21,168,2.625,0.23199999999999998,0.643,1.3,39,108,30,P
8,20,160,2.5,0.5,1.0,2.76,80,160,29,P
5,3,15,0.6,0.6,0.867,4.5,9,13,2,P
8,24,192,3.0,0.43799999999999994,0.8390000000000001,1.95,84,161,43,P
8,88,704,11.0,0.195,0.7559999999999999,1.49,137,532,92,P
37,72,2664,1.946,0.12,0.257,7.64,321,685,42,N
9,82,738,9.111,0.306,0.695,2.86,226,513,79,P
8,79,632,9.875,0.375,0.956,2.12,237,604,112,P
10,258,2580,25.8,0.337,0.648,2.67,869,1672,325,P
5,32,160,6.4,0.406,1.0,1.41,65,160,46,P
9,16,144,1.778,0.20800000000000002,0.715,1.5,30,103,20,P
9,278,2502,30.889,0.17600000000000002,0.594,1.28,440,1485,345,P
10,18,180,1.8,0.55,0.6559999999999999,7.62,99,118,13,P
8,510,4080,63.75,0.14400000000000002,0.531,1.32,586,2166,444,P
10,8,80,0.8,0.525,0.875,7.0,42,70,6,P
6,19,114,3.167,0.33299999999999996,0.93,1.27,38,106,30,P
10,9,90,0.9,0.522,0.6559999999999999,9.4,47,59,5,P
12,22,264,1.8330000000000002,0.542,0.784,8.94,143,207,16,P
11,8,88,0.727,0.705,1.0,7.75,62,88,8,P
5,18,90,3.6,0.4,0.8109999999999999,1.64,36,73,22,P
9,55,495,6.111000000000001,0.255,0.6970000000000001,1.38,126,345,91,P
5,6,30,1.2,0.433,0.9670000000000001,1.63,13,29,8,P
10,46,460,4.6,0.278,0.583,1.66,128,268,77,P
1,32,32,32.0,0.7190000000000001,1.0,5.75,23,32,4,N
11,100,1100,9.091000000000001,0.26899999999999996,0.765,1.9,296,842,156,P
8,28,224,3.5,0.39299999999999996,0.759,2.2,88,170,40,P
7,12,84,1.714,0.47600000000000003,0.762,2.86,40,64,14,P
8,9,72,1.125,0.361,0.8190000000000001,1.73,26,59,15,P
11,25,275,2.273,0.335,0.9309999999999999,2.56,92,256,36,P
6,93,558,15.5,0.276,0.9620000000000001,1.52,154,537,101,P
2,18,36,9.0,0.8059999999999999,0.833,29.0,29,30,1,N
7,12,84,1.714,0.39299999999999996,0.69,2.36,33,58,14,P
8,37,296,4.625,0.182,0.649,1.35,54,192,40,P
9,107,963,11.889000000000001,0.375,0.861,1.94,361,829,186,P
6,4,24,0.667,0.583,1.0,4.67,14,24,3,P
2,20,40,10.0,0.675,0.675,27.0,27,27,1,N
8,19,152,2.375,0.355,0.868,1.74,54,132,31,P
27,267,7209,9.889,0.36200000000000004,0.674,4.36,2610,4860,599,P
3,4,12,1.3330000000000002,0.75,0.75,9.0,9,9,1,P
8,65,520,8.125,0.302,0.9079999999999999,1.74,157,472,90,P
11,1,11,0.091,1.0,1.0,11.0,11,11,1,N
3,59,177,19.667,0.475,0.475,84.0,84,84,1,N
261,30,7830,0.115,0.063,0.09,2.4,492,701,205,N
10,35,350,3.5,0.42,0.826,2.23,147,289,66,P
6,4,24,0.667,0.41700000000000004,0.583,5.0,10,14,2,P
7,38,266,5.428999999999999,0.353,0.902,2.04,94,240,46,P
8,15,120,1.875,0.267,0.9079999999999999,1.23,32,109,26,P
7,211,1477,30.143,0.257,0.653,1.7,380,965,223,P
8,71,568,8.875,0.289,0.574,1.64,164,326,100,P
12,383,4596,31.916999999999998,0.307,0.603,2.91,1409,2771,485,P
11,72,792,6.545,0.665,0.938,6.35,527,743,83,P
8,9,72,1.125,0.319,0.667,2.3,23,48,10,P
7,14,98,2.0,0.29600000000000004,0.7859999999999999,2.9,29,77,10,P
8,6,48,0.75,0.41700000000000004,0.917,2.22,20,44,9,P
11,15,165,1.364,0.358,0.752,2.19,59,124,27,P
8,40,320,5.0,0.409,0.997,2.22,131,319,59,P
10,19,190,1.9,0.6,0.858,7.6,114,163,15,P
10,36,360,3.6,0.36700000000000005,0.8440000000000001,2.24,132,304,59,P
5,16,80,3.2,0.313,0.813,2.08,25,65,12,P
10,1,10,0.1,1.0,1.0,10.0,10,10,1,N
5,8,40,1.6,0.6,0.975,2.18,24,39,11,P
1,8,8,8.0,1.0,1.0,8.0,8,8,1,N
15,136,2040,9.067,0.24,0.748,2.81,489,1526,174,P
9,106,954,11.777999999999999,0.373,0.649,2.8,356,619,127,P
8,16,128,2.0,0.39799999999999996,0.695,2.55,51,89,20,N
8,272,2176,34.0,0.19699999999999998,0.629,1.38,428,1369,310,P
9,16,144,1.778,0.20800000000000002,0.542,2.14,30,78,14,P
12,118,1416,9.833,0.309,0.726,2.42,438,1028,181,P
7,39,273,5.571000000000001,0.33,0.853,1.43,90,233,63,P
5,10,50,2.0,0.28,0.74,7.0,14,37,2,P
38,69,2622,1.8159999999999998,0.47600000000000003,0.8390000000000001,4.27,1247,2201,292,P
1,249,249,249.0,0.17300000000000001,1.0,1.02,43,249,42,P
9,117,1053,13.0,0.419,0.9470000000000001,2.48,441,997,178,P
10,165,1650,16.5,0.258,0.695,1.65,426,1147,258,P
10,29,290,2.9,0.303,0.731,2.1,88,212,42,P
