loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,locCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,class
77.0,2.0,1.0,2.0,243.0,1494.39,0.07,13.82,108.15,20649.73,0.5,1147.21,45,14,14,0,16,55,148,95,3,False
7.0,2.0,1.0,2.0,10.0,30.0,0.3,3.33,9.0,100.0,0.01,5.56,5,0,0,0,5,3,6,4,3,False
12.0,4.0,1.0,2.0,45.0,203.56,0.11,8.71,23.38,1772.67,0.07,98.48,8,0,2,0,11,12,26,19,7,True
17.0,1.0,1.0,1.0,89.0,408.06,0.08,11.85,34.45,4833.96,0.14,268.55,11,0,4,0,11,13,61,28,1,False
10.0,2.0,1.0,1.0,36.0,158.12,0.15,6.82,23.19,1078.11,0.05,59.9,6,0,1,0,10,11,21,15,3,False
35.0,11.0,4.0,4.0,146.0,806.44,0.03,33.5,24.07,27015.74,0.27,1500.87,28,0,5,0,23,23,79,67,21,False
8.0,1.0,1.0,1.0,17.0,62.91,0.21,4.8,13.11,301.96,0.02,16.78,4,0,1,0,8,5,11,6,1,True
137.0,33.0,20.0,19.0,574.0,3829.97,0.02,43.11,88.85,165091.96,1.28,9171.78,117,0,17,0,26,76,322,252,65,True
21.0,3.0,1.0,3.0,38.0,174.23,0.08,12.5,13.94,2177.86,0.06,120.99,15,0,3,0,15,9,23,15,5,False
8.0,3.0,3.0,2.0,20.0,80.0,0.17,5.83,13.71,466.67,0.03,25.93,6,0,0,0,10,6,13,7,5,False
42.0,7.0,4.0,4.0,84.0,434.27,0.06,17.5,24.82,7599.79,0.14,422.21,28,1,6,5,18,18,49,35,13,True
41.0,6.0,6.0,4.0,124.0,641.07,0.06,17.6,36.42,11282.84,0.21,626.82,35,0,4,0,16,20,80,44,11,False
42.0,7.0,1.0,4.0,116.0,617.34,0.05,19.9,31.01,12288.08,0.21,682.67,33,0,7,0,19,21,72,44,13,True
9.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,False
6.0,1.0,1.0,1.0,14.0,48.43,0.19,5.33,9.08,258.3,0.02,14.35,3,0,1,0,8,3,10,4,1,False
205.0,38.0,22.0,23.0,509.0,3119.81,0.02,60.83,51.28,189788.14,1.04,10543.79,157,26,14,6,25,45,290,219,75,True
17.0,1.0,1.0,1.0,16.0,53.15,0.38,2.67,19.93,141.74,0.02,7.87,5,9,1,0,4,6,8,8,1,False
4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3,1,3,1,1,False
13.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,5,False
79.0,35.0,34.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,69,True
4.0,1.0,1.0,1.0,7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,2,0,0,0,4,3,4,3,1,True
12.0,2.0,1.0,2.0,33.0,142.62,0.2,5.0,28.52,713.12,0.05,39.62,9,0,1,0,8,12,18,15,3,False
13.0,3.0,1.0,2.0,40.0,190.2,0.11,8.82,21.56,1677.8,0.06,93.21,9,0,2,0,13,14,21,19,5,False
55.0,10.0,6.0,2.0,230.0,1240.23,0.03,37.88,32.75,46973.83,0.41,2609.66,48,0,2,0,18,24,129,101,19,False
20.0,2.0,1.0,2.0,27.0,108.0,0.22,4.5,24.0,486.0,0.04,27.0,13,2,3,0,8,8,18,9,3,False
26.0,2.0,1.0,2.0,31.0,121.11,0.25,4.0,30.28,484.45,0.04,26.91,14,7,3,0,6,9,19,12,3,False
6.0,1.0,1.0,1.0,20.0,76.15,0.33,3.0,25.38,228.44,0.03,12.69,4,0,0,0,6,8,12,8,1,True
16.0,3.0,1.0,2.0,48.0,214.05,0.1,10.5,20.39,2247.55,0.07,124.86,13,0,1,0,11,11,27,21,5,False
4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2,0,0,0,3,2,3,2,1,False
14.0,3.0,1.0,2.0,50.0,212.4,0.07,15.13,14.04,3212.5,0.07,178.47,10,1,1,0,11,8,28,22,5,False
95.0,12.0,9.0,4.0,244.0,1435.36,0.04,28.43,50.49,40808.22,0.48,2267.12,50,33,10,0,23,36,155,89,23,True
5.0,1.0,1.0,1.0,16.0,55.35,0.5,2.0,27.68,110.7,0.02,6.15,3,0,0,0,4,7,9,7,1,False
80.0,7.0,1.0,3.0,347.0,2082.0,0.04,25.87,80.49,53855.82,0.69,2991.99,64,6,10,0,15,49,178,169,13,True
38.0,6.0,5.0,2.0,103.0,510.28,0.05,20.8,24.53,10613.87,0.17,589.66,31,0,4,0,16,15,64,39,11,False
20.0,3.0,1.0,1.0,46.0,205.13,0.07,14.44,14.2,2963.04,0.07,164.61,15,0,3,0,13,9,26,20,5,False
6.0,1.0,1.0,1.0,15.0,38.77,0.25,4.0,9.69,155.1,0.01,8.62,3,0,1,0,4,2,11,4,1,False
19.0,6.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,11,False
27.0,8.0,8.0,6.0,139.0,668.22,0.02,40.18,16.63,26850.39,0.22,1491.69,23,0,2,0,17,11,87,52,15,False
20.0,3.0,1.0,3.0,68.0,323.33,0.06,17.5,18.48,5658.32,0.11,314.35,14,0,4,0,15,12,40,28,5,False
12.0,2.0,1.0,2.0,35.0,156.08,0.12,8.5,18.36,1326.68,0.05,73.7,9,0,1,0,11,11,18,17,3,False
5.0,1.0,1.0,1.0,9.0,25.27,0.38,2.67,9.47,67.38,0.01,3.74,3,0,0,0,4,3,5,4,1,False
26.0,5.0,5.0,3.0,61.0,299.32,0.07,13.71,21.83,4104.96,0.1,228.05,14,7,3,0,16,14,37,24,9,False
71.0,6.0,1.0,5.0,193.0,1198.42,0.08,13.1,91.46,15703.49,0.4,872.42,44,20,7,0,16,58,98,95,11,True
4.0,1.0,1.0,1.0,7.0,19.65,0.4,2.5,7.86,49.13,0.01,2.73,2,0,0,0,5,2,5,2,1,False
12.0,4.0,4.0,3.0,28.0,112.0,0.17,5.79,19.36,648.0,0.04,36.0,10,0,0,0,9,7,19,9,7,False
49.0,8.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,15,True
28.0,9.0,3.0,7.0,133.0,692.86,0.03,29.84,23.22,20676.32,0.23,1148.68,21,0,4,1,18,19,70,63,17,False
30.0,3.0,3.0,3.0,50.0,219.62,0.11,9.09,24.16,1996.51,0.07,110.92,21,0,7,0,10,11,30,20,5,False
12.0,1.0,1.0,1.0,27.0,105.49,0.17,6.0,17.58,632.92,0.04,35.16,6,0,4,0,9,6,19,8,1,True
11.0,3.0,3.0,2.0,31.0,138.24,0.1,10.5,13.17,1451.54,0.05,80.64,8,0,1,0,14,8,19,12,5,False
145.0,11.0,1.0,11.0,483.0,2875.88,0.02,49.93,57.6,143593.2,0.96,7977.4,87,4,44,1,19,43,257,226,21,False
19.0,4.0,4.0,1.0,45.0,191.16,0.08,12.0,15.93,2293.88,0.06,127.44,14,0,3,0,12,7,31,14,7,False
33.0,1.0,1.0,1.0,104.0,515.24,0.24,4.13,124.62,2130.3,0.17,118.35,22,4,5,0,5,26,61,43,1,True
24.0,5.0,5.0,1.0,48.0,196.2,0.08,11.81,16.61,2317.59,0.07,128.75,21,0,1,0,9,8,27,21,9,False
5.0,1.0,1.0,1.0,15.0,53.77,0.24,4.2,12.8,225.85,0.02,12.55,3,0,0,0,7,5,9,6,1,True
18.0,2.0,1.0,2.0,45.0,211.52,0.1,10.0,21.15,2115.2,0.07,117.51,12,1,3,0,13,13,25,20,3,False
44.0,13.0,1.0,1.0,69.0,374.41,0.11,9.36,40.0,3504.5,0.12,194.69,30,0,12,0,18,25,43,26,14,False
99.0,14.0,5.0,11.0,277.0,1802.66,0.04,26.16,68.92,47150.8,0.6,2619.49,85,4,10,0,27,64,153,124,24,True
112.0,12.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,23,True
15.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,7,False
43.0,14.0,10.0,1.0,132.0,687.65,0.04,26.92,25.55,18509.19,0.23,1028.29,38,0,2,0,18,18,86,51,27,False
19.0,3.0,1.0,2.0,37.0,159.91,0.1,9.75,16.4,1559.14,0.05,86.62,13,1,3,0,12,8,24,13,5,False
20.0,3.0,1.0,2.0,111.0,569.35,0.05,20.12,28.3,11453.99,0.19,636.33,15,0,3,0,18,17,73,38,5,False
14.0,2.0,1.0,2.0,14.0,48.43,0.29,3.5,13.84,169.51,0.02,9.42,7,3,2,0,7,4,10,4,3,False
60.0,4.0,1.0,4.0,163.0,829.26,0.04,26.67,31.1,22113.51,0.28,1228.53,48,0,10,0,16,18,103,60,7,False
6.0,1.0,1.0,1.0,20.0,78.14,0.29,3.5,22.33,273.48,0.03,15.19,4,0,0,0,7,8,12,8,1,False
4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3,1,3,1,1,False
80.0,28.0,26.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,55,False
62.0,6.0,4.0,5.0,169.0,953.81,0.05,18.29,52.16,17443.19,0.32,969.07,47,4,9,0,17,33,98,71,11,True
13.0,1.0,1.0,1.0,27.0,112.59,0.1,10.0,11.26,1125.88,0.04,62.55,7,0,4,0,12,6,17,10,1,False
29.0,3.0,1.0,3.0,68.0,333.67,0.13,7.75,43.05,2585.93,0.11,143.66,22,1,4,0,10,20,37,31,5,False
121.0,23.0,7.0,1.0,400.0,2257.54,0.01,98.04,23.03,221333.23,0.75,12296.29,71,32,14,4,26,24,219,181,45,False
13.0,6.0,6.0,4.0,47.0,218.26,0.08,12.73,17.15,2777.87,0.07,154.33,10,0,1,0,14,11,27,20,11,False
7.0,1.0,1.0,1.0,17.0,51.0,0.2,5.0,10.2,255.0,0.02,14.17,4,1,0,0,5,3,11,6,1,False
49.0,7.0,5.0,2.0,114.0,598.26,0.05,20.5,29.18,12264.41,0.2,681.36,35,3,6,1,19,19,73,41,13,False
28.0,3.0,1.0,1.0,70.0,302.53,0.09,11.0,27.5,3327.88,0.1,184.88,17,4,5,0,8,12,37,33,5,False
4.0,1.0,1.0,1.0,7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,2,0,0,0,4,3,4,3,1,False
7.0,1.0,1.0,1.0,14.0,48.43,0.28,3.6,13.45,174.36,0.02,9.69,4,0,1,0,6,5,8,6,1,False
21.0,2.0,1.0,2.0,84.0,420.0,0.09,11.29,37.2,4741.58,0.14,263.42,13,1,5,0,13,19,51,33,3,False
4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,1,0,1,False
18.0,2.0,1.0,1.0,31.0,142.13,0.12,8.4,16.92,1193.92,0.05,66.33,13,1,2,0,14,10,19,12,3,True
55.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,7,False
30.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,False
68.0,11.0,9.0,9.0,191.0,1083.43,0.05,18.51,58.52,20058.99,0.36,1114.39,65,0,1,0,16,35,110,81,21,False
38.0,3.0,1.0,3.0,187.0,898.98,0.03,34.88,25.78,31351.77,0.3,1741.76,34,0,2,0,12,16,94,93,5,False
18.0,1.0,1.0,1.0,47.0,209.59,0.15,6.58,31.87,1378.48,0.07,76.58,10,0,6,0,9,13,28,19,1,False
34.0,2.0,1.0,2.0,65.0,325.0,0.1,10.15,32.03,3297.79,0.11,183.21,14,9,9,0,15,17,42,23,3,False
18.0,2.0,1.0,1.0,62.0,287.92,0.08,12.46,23.11,3586.99,0.1,199.28,12,0,4,0,13,12,39,23,3,False
15.0,1.0,1.0,1.0,65.0,298.02,0.09,11.0,27.09,3278.25,0.1,182.12,9,0,4,0,12,12,43,22,1,False
17.0,4.0,1.0,2.0,63.0,302.86,0.12,8.33,36.34,2523.86,0.1,140.21,14,0,1,0,10,18,33,30,7,False
14.0,3.0,1.0,1.0,21.0,75.28,0.31,3.21,23.42,241.98,0.03,13.44,10,0,2,0,5,7,12,9,5,False
37.0,9.0,3.0,8.0,271.0,1479.51,0.04,27.16,54.48,40176.24,0.49,2232.01,22,9,4,0,15,29,166,105,17,False
50.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,7,False
13.0,3.0,1.0,3.0,18.0,62.27,0.19,5.25,11.86,326.92,0.02,18.16,8,0,3,0,7,4,12,6,5,True
404.0,24.0,1.0,12.0,1586.0,11778.06,0.02,61.65,191.05,726113.14,3.93,40339.62,322,12,66,2,25,147,868,725,47,False
12.0,1.0,1.0,1.0,58.0,272.63,0.09,11.5,23.71,3135.19,0.09,174.18,10,1,1,0,13,13,35,23,1,False
24.0,1.0,1.0,1.0,85.0,399.54,0.17,6.0,66.59,2397.22,0.13,133.18,16,0,6,0,6,20,45,40,1,False
4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2,0,0,0,3,2,3,2,1,False
184.0,30.0,28.0,21.0,524.0,3376.1,0.03,39.26,85.99,132550.97,1.13,7363.94,139,18,11,14,22,65,292,232,59,False
7.0,2.0,1.0,2.0,10.0,30.0,0.3,3.33,9.0,100.0,0.01,5.56,5,0,0,0,5,3,6,4,3,False
122.0,15.0,5.0,11.0,297.0,1747.14,0.03,37.86,46.15,66138.63,0.58,3674.37,82,17,12,4,21,38,160,137,29,True
22.0,5.0,5.0,3.0,68.0,330.34,0.05,18.46,17.89,6098.63,0.11,338.81,14,1,2,3,16,13,38,30,9,False
35.0,5.0,1.0,5.0,108.0,549.45,0.06,15.79,34.8,8675.46,0.18,481.97,27,1,5,0,15,19,68,40,9,False
4.0,1.0,1.0,1.0,6.0,15.51,0.5,2.0,7.75,31.02,0.01,1.72,2,0,0,0,4,2,4,2,1,False
27.0,9.0,9.0,4.0,95.0,466.15,0.04,26.25,17.76,12236.56,0.16,679.81,17,3,4,0,18,12,60,35,17,False
4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3,1,3,1,1,False
143.0,22.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,43,True
26.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,7,False
55.0,17.0,16.0,16.0,142.0,750.53,0.05,18.75,40.03,14072.38,0.25,781.8,25,20,7,1,15,24,82,60,33,False
112.0,48.0,44.0,9.0,406.0,2378.34,0.02,54.08,43.98,128628.57,0.79,7146.03,82,23,7,0,22,36,229,177,95,True
29.0,4.0,4.0,2.0,74.0,355.74,0.05,18.67,19.06,6640.56,0.12,368.92,23,0,2,0,16,12,46,28,7,False
107.0,15.0,8.0,8.0,392.0,2286.49,0.02,52.17,43.83,119289.6,0.76,6627.2,79,9,15,0,22,35,226,166,29,False
32.0,6.0,4.0,5.0,100.0,532.19,0.05,18.82,28.28,10014.9,0.18,556.38,23,1,5,0,18,22,54,46,11,False
34.0,5.0,1.0,5.0,114.0,589.37,0.05,20.58,28.64,12128.64,0.2,673.81,23,5,4,0,17,19,68,46,9,False
53.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,5,False
14.0,3.0,1.0,1.0,40.0,175.69,0.11,9.35,18.79,1642.73,0.06,91.26,12,0,0,0,11,10,23,17,5,False
29.0,3.0,1.0,3.0,59.0,250.63,0.09,11.25,22.28,2819.56,0.08,156.64,20,0,5,0,9,10,34,25,5,False
22.0,2.0,1.0,2.0,64.0,293.44,0.14,7.25,40.47,2127.42,0.1,118.19,14,1,4,0,8,16,35,29,3,False
141.0,20.0,1.0,17.0,460.0,2414.05,0.01,97.22,24.83,234698.98,0.8,13038.83,94,25,19,1,20,18,285,175,39,False
4.0,1.0,1.0,1.0,7.0,19.65,0.4,2.5,7.86,49.13,0.01,2.73,2,0,0,0,5,2,5,2,1,False
36.0,3.0,1.0,2.0,125.0,655.99,0.07,14.04,46.72,9210.11,0.22,511.67,26,2,5,0,13,25,71,54,5,False
29.0,5.0,5.0,3.0,101.0,522.15,0.05,20.0,26.11,10443.25,0.17,580.18,24,1,2,0,18,18,61,40,9,True
25.0,5.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,9,False
110.0,22.0,14.0,12.0,396.0,2458.94,0.02,47.37,51.91,116471.96,0.82,6470.66,87,8,11,2,29,45,249,147,43,True
5.0,1.0,1.0,1.0,15.0,51.89,0.34,2.92,17.79,151.35,0.02,8.41,3,0,0,0,5,6,8,7,1,False
21.0,4.0,4.0,1.0,47.0,209.59,0.07,14.88,14.09,3117.7,0.07,173.21,16,0,3,0,14,8,30,17,7,False
80.0,8.0,8.0,5.0,353.0,2198.77,0.04,26.21,83.89,57631.0,0.73,3201.72,62,9,9,0,18,57,187,166,15,False
50.0,7.0,1.0,4.0,184.0,902.87,0.02,40.57,22.25,36630.64,0.3,2035.04,41,0,3,4,16,14,113,71,13,True
94.0,25.0,23.0,12.0,320.0,1890.2,0.03,33.38,56.62,63103.77,0.63,3505.76,70,0,16,6,21,39,196,124,49,False
26.0,4.0,4.0,3.0,80.0,419.83,0.09,11.41,36.79,4791.59,0.14,266.2,21,0,3,0,15,23,45,35,7,False
65.0,7.0,4.0,3.0,214.0,1138.89,0.02,47.67,23.89,54287.21,0.38,3015.96,44,5,14,0,22,18,136,78,13,False
139.0,20.0,8.0,3.0,349.0,2061.5,0.02,64.31,32.04,132580.53,0.69,7365.58,68,35,26,6,28,32,202,147,39,True
14.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,5,False
36.0,4.0,4.0,3.0,88.0,431.81,0.07,13.76,31.37,5943.69,0.14,330.2,27,2,5,0,13,17,52,36,7,False
13.0,4.0,3.0,1.0,25.0,104.25,0.13,8.0,13.03,833.99,0.03,46.33,10,0,1,0,12,6,17,8,7,False
11.0,3.0,1.0,2.0,27.0,110.36,0.14,7.14,15.45,788.3,0.04,43.79,8,0,1,0,10,7,17,10,5,False
18.0,3.0,1.0,2.0,38.0,161.42,0.14,7.2,22.42,1162.23,0.05,64.56,13,0,3,0,9,10,22,16,5,False
28.0,7.0,1.0,6.0,138.0,707.84,0.04,25.97,27.25,18384.21,0.24,1021.34,21,0,5,0,17,18,83,55,13,False
22.0,1.0,1.0,1.0,56.0,263.22,0.16,6.09,43.23,1602.57,0.09,89.03,13,0,6,0,9,17,33,23,1,False
25.0,7.0,1.0,7.0,72.0,349.77,0.09,11.38,30.75,3978.69,0.12,221.04,23,0,0,0,13,16,44,28,8,False
15.0,5.0,3.0,1.0,39.0,159.41,0.1,10.0,15.94,1594.11,0.05,88.56,12,0,0,0,10,7,25,14,9,False
28.0,1.0,1.0,1.0,64.0,293.44,0.08,13.0,22.57,3814.69,0.1,211.93,20,0,6,0,13,11,42,22,1,False
33.0,6.0,1.0,4.0,95.0,475.0,0.05,21.5,22.09,10212.5,0.16,567.36,25,0,3,3,16,16,52,43,11,False
31.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,9,False
61.0,7.0,6.0,5.0,77.0,391.73,0.14,6.93,56.49,2716.59,0.13,150.92,31,16,12,0,11,23,48,29,13,False
68.0,7.0,6.0,7.0,170.0,995.86,0.06,17.37,57.34,17296.46,0.33,960.91,46,8,7,5,20,38,104,66,13,False
4.0,1.0,1.0,1.0,9.0,27.0,0.5,2.0,13.5,54.0,0.01,3.0,2,0,0,0,4,4,5,4,1,False
7.0,1.0,1.0,1.0,16.0,41.36,0.17,6.0,6.89,248.16,0.01,13.79,4,0,0,0,4,2,10,6,1,False
8.0,1.0,1.0,1.0,16.0,57.36,0.25,4.0,14.34,229.44,0.02,12.75,5,0,1,0,8,4,12,4,1,False
16.0,2.0,1.0,2.0,70.0,353.11,0.14,7.39,47.77,2609.93,0.12,145.0,13,0,1,0,10,23,36,34,3,False
16.0,2.0,1.0,1.0,66.0,228.32,0.04,25.38,9.0,5793.68,0.08,321.87,13,0,1,0,7,4,37,29,3,False
20.0,22.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,43,False
14.0,1.0,1.0,1.0,42.0,171.67,0.1,10.0,17.17,1716.73,0.06,95.37,8,0,3,0,10,7,28,14,1,False
26.0,10.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,19,False
78.0,14.0,14.0,10.0,283.0,1650.71,0.03,31.5,52.4,51997.3,0.55,2888.74,48,11,14,3,21,36,175,108,27,False
149.0,67.0,67.0,34.0,634.0,3885.97,0.03,32.45,119.74,126117.24,1.3,7006.51,111,6,28,1,15,55,396,238,133,False
725.0,173.0,90.0,65.0,2869.0,22597.73,0.01,112.1,201.58,2533263.14,7.53,140736.84,622,30,53,17,40,195,1776,1093,338,True
19.0,4.0,1.0,4.0,53.0,252.01,0.1,9.75,25.85,2457.09,0.08,136.5,16,0,0,0,13,14,32,21,5,False
17.0,2.0,1.0,2.0,32.0,133.44,0.14,7.07,18.87,943.59,0.04,52.42,10,0,5,0,11,7,23,9,3,False
12.0,2.0,1.0,2.0,35.0,158.32,0.23,4.27,37.11,675.52,0.05,37.53,9,0,1,0,8,15,19,16,3,False
22.0,7.0,5.0,4.0,103.0,524.01,0.05,22.0,23.82,11528.19,0.17,640.46,16,0,4,0,17,17,59,44,13,False
32.0,7.0,7.0,7.0,95.0,466.15,0.06,16.63,28.04,7749.82,0.16,430.55,23,4,3,0,14,16,57,38,13,False
313.0,27.0,12.0,14.0,760.0,5221.48,0.02,44.02,118.61,229858.51,1.74,12769.92,225,49,27,5,25,92,436,324,53,False
44.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,11,False
21.0,8.0,1.0,3.0,94.0,412.88,0.04,24.67,16.74,10184.32,0.14,565.8,15,0,4,0,12,9,57,37,15,False
103.0,12.0,6.0,4.0,179.0,999.71,0.03,35.42,28.22,35409.67,0.33,1967.2,47,19,30,2,23,25,102,77,23,False
13.0,2.0,1.0,1.0,20.0,78.14,0.22,4.5,17.36,351.62,0.03,19.53,9,0,1,0,9,6,14,6,3,False
16.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,7,False
39.0,3.0,1.0,3.0,162.0,850.16,0.04,23.8,35.71,20237.61,0.28,1124.31,29,0,4,0,14,23,88,73,5,True
41.0,7.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,13,False
36.0,3.0,1.0,2.0,78.0,352.84,0.07,13.85,25.48,4885.45,0.12,271.41,18,6,10,0,10,13,42,36,5,False
8.0,1.0,1.0,1.0,15.0,51.89,0.34,2.92,17.79,151.35,0.02,8.41,4,0,2,0,5,6,8,7,1,True
4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3,1,3,1,1,True
41.0,5.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,9,False
13.0,2.0,1.0,1.0,41.0,177.2,0.09,11.25,15.75,1993.49,0.06,110.75,8,0,3,0,12,8,26,15,3,False
61.0,9.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,17,False
17.0,2.0,1.0,2.0,83.0,422.26,0.1,9.8,43.07,4139.97,0.14,230.0,15,0,2,0,11,23,42,41,3,False
20.0,4.0,1.0,4.0,51.0,224.01,0.07,15.33,14.61,3434.79,0.07,190.82,16,0,2,0,12,9,28,23,7,True
11.0,1.0,1.0,1.0,34.0,132.83,0.13,7.5,17.71,996.26,0.04,55.35,7,0,2,0,9,6,24,10,1,False
28.0,2.0,1.0,2.0,101.0,495.6,0.08,12.74,38.91,6312.33,0.17,350.68,23,0,3,0,11,19,57,44,3,False
11.0,2.0,1.0,2.0,23.0,89.86,0.14,7.0,12.84,629.01,0.03,34.94,9,0,0,0,10,5,16,7,3,False
44.0,8.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,15,True
7.0,2.0,1.0,2.0,22.0,85.95,0.19,5.14,16.71,442.04,0.03,24.56,4,0,1,0,8,7,13,9,3,False
48.0,3.0,1.0,3.0,64.0,289.51,0.1,10.08,28.71,2919.21,0.1,162.18,22,3,16,1,11,12,42,22,4,False
312.0,27.0,3.0,21.0,1009.0,7396.9,0.02,41.1,179.95,304045.51,2.47,16891.42,236,18,55,0,27,134,601,408,53,True
28.0,4.0,3.0,4.0,70.0,353.11,0.09,11.42,30.92,4032.86,0.12,224.05,23,0,2,0,14,19,39,31,7,False
37.0,4.0,1.0,4.0,86.0,351.52,0.08,13.3,26.43,4675.24,0.12,259.74,27,3,3,0,7,10,48,38,7,False
67.0,6.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,11,False
12.0,4.0,1.0,2.0,31.0,133.98,0.14,7.0,19.14,937.86,0.04,52.1,8,0,2,0,10,10,17,14,7,False
4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3,1,3,1,1,False
57.0,12.0,1.0,11.0,153.0,819.71,0.07,15.32,53.5,12559.06,0.27,697.73,44,0,11,0,13,28,87,66,23,False
29.0,1.0,1.0,1.0,62.0,242.23,0.17,6.0,40.37,1453.36,0.08,80.74,21,0,6,0,5,10,38,24,1,False
119.0,10.0,1.0,9.0,354.0,2191.2,0.04,25.51,85.9,55895.84,0.73,3105.32,68,9,38,0,19,54,209,145,19,True
22.0,2.0,1.0,2.0,48.0,222.91,0.16,6.33,35.2,1411.73,0.07,78.43,13,3,4,0,10,15,29,19,3,False
4.0,1.0,1.0,1.0,7.0,19.65,0.4,2.5,7.86,49.13,0.01,2.73,2,0,0,0,5,2,5,2,1,False
14.0,1.0,1.0,1.0,57.0,254.19,0.16,6.07,41.9,1542.07,0.08,85.67,9,0,3,0,7,15,31,26,1,False
13.0,2.0,1.0,2.0,37.0,165.0,0.14,7.0,23.57,1154.99,0.05,64.17,8,0,2,0,11,11,23,14,3,False
20.0,6.0,1.0,3.0,67.0,298.78,0.05,19.5,15.32,5826.25,0.1,323.68,15,1,1,0,13,9,40,27,11,False
9.0,1.0,1.0,1.0,16.0,57.36,0.4,2.5,22.94,143.4,0.02,7.97,5,0,2,0,5,7,9,7,1,True
44.0,5.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,9,True
89.0,16.0,14.0,13.0,285.0,1624.63,0.03,37.26,43.6,60530.39,0.54,3362.8,67,10,10,0,21,31,175,110,31,True
